or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end,sec_exhibit_count,sec_any_price,sec_any_patent_asset_sale,sec_best_doc_class,sec_best_cik,sec_best_accession,sec_best_document,sec_best_description,sec_best_sec_url,sec_best_transaction_type,sec_best_price_scope,sec_best_price_kind,sec_best_is_patent_asset_sale,sec_best_price_disclosed,sec_best_price_value,sec_best_currency,sec_best_price_raw,sec_best_price_sentence,sec_best_price_unit,sec_best_patent_sale_sentence,sec_best_notes,sec_best_cik_url,sec_best_acc_url,sec_best_cik_norm,sec_best_accession_norm,sec_best_match_rule,sec_best_sec_any_price,sec_best_sec_any_patent_asset_sale,sec_best_type_prio,sec_best_has_sentence,sec_best_sent_len
SHAFER RYAN JAMES,BECTON DICKINSON AND COMPANY,2012-05-16,20,nan,10795,1099,10795,2012-02-16,2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAFFER BENJAMIN ANDREW,APPLE INC,2014-12-08,21,nan,320193,1100,320193,2014-09-09,2015-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAFFER BENJAMIN ANDREW,APPLE INC,2015-01-19,36,nan,320193,1101,320193,2014-10-21,2015-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAFFER BENJAMIN ANDREW,APPLE INC,2020-07-02,20,nan,320193,1102,320193,2020-04-03,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAH SHILPA R,TMOBILE USA INC,2009-05-06,23,nan,1283699,1103,1283699,2009-02-05,2009-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAO HUI,STEM CENTRX INC,2013-02-22,32,nan,1758766,1104,1758766,2012-11-24,2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARIFI MEHR NIMA,AMAZON TECHNOLOGIES INC,2015-09-28,22,nan,1321834,1105,1321834,2015-06-30,2015-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARP CORPORATION,KONINKLIJKE PHILIPS NV,2015-09-30,31,nan,313216,1106,313216,2015-07-02,2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARPE RICHARD JAMES,NUTANIX INC,2017-01-31,23,nan,1618732,1107,1618732,2016-11-02,2017-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHEARER ROBERT A,INTERNATIONAL BUSINESS MACHINES CORPORATION,2013-01-31,26,nan,51143,1108,51143,2012-11-02,2013-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHENZHEN CHINA STAR OPTOELECTRONICS TECHNOLOGY CO LTD,SHENZHEN CHINA STAR OPTOELECTRONICS SEMICONDUCTOR DISPLAY TECHNOLOGY CO LTD,2017-09-18,24,nan,1290109,1109,1290109,2017-06-20,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIH DAYUAN,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-04-30,34,nan,51143,1110,51143,1993-01-30,1993-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIN JONGYOUN,LG ELECTRONICS INC,2016-12-01,25,nan,2058873,1111,2058873,2016-09-02,2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIRE HUMAN GENETIC THERAPIES INC,RANA THERAPEUTICS INC,2016-12-19,52,nan,1442836,1112,1442836,2016-09-20,2017-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIVASTAVA DHAIRYA,VIEW INC,2016-05-10,21,nan,1865429,1113,1865429,2016-02-10,2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIBSON DUNCAN,GLOBUS MEDICAL INC,2009-06-01,31,nan,1237831,1114,1237831,2009-03-03,2009-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGURJONSSON STYRMIR,NATERA INC,2015-04-17,33,nan,1604821,1115,1604821,2015-01-17,2015-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILICON GRAPHICS INC,SILICON GRAPHICS INTERNATIONAL INC,2009-05-08,54,nan,105319,1116,105319,2009-02-07,2009-08-06,1.0,0.0,0.0,asset_purchase,105319.0,119312511115257.0,dex101.htm,"SHARE PURCHASE AGREEMENT DATED APRIL 27, 2011",https://www.sec.gov/Archives/edgar/data/105319/000119312511115257/dex101.htm,financing,financing_securities,,0.0,0.0,,,,,per_security,,"Price relates to securities/financing, not an asset/IP sale. [Dropped: financing]",105319,000119312511115257,105319,000119312511115257,cik+midpoint,0.0,0.0,9.0,0.0,0.0
SILICON GRAPHICS INTERNATIONAL CORP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2017-05-01,32,nan,1645590,1117,1645590,2017-01-31,2017-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVANTO MIKAEL,APPLE INC,2014-12-08,21,nan,320193,1118,320193,2014-09-09,2015-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVANTO MIKAEL,APPLE INC,2015-01-19,39,nan,320193,1119,320193,2014-10-21,2015-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVER PEAK SYSTEMS INC,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2021-10-27,174,nan,1645590,1120,1645590,2021-07-29,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIMONS WAYNE K,PACCAR INC,2005-09-09,22,nan,75362,1121,75362,2005-06-11,2005-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIMPSON PETER C,DEXCOM INC,2013-05-21,23,nan,1093557,1122,1093557,2013-02-20,2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGH ABHISHEK RANJAN,CISCO TECHNOLOGY INC,2016-07-11,21,nan,1779474,1123,1779474,2016-04-12,2016-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGH RAJINDER,RIGEL PHARMACEUTICALS INC,2003-03-04,20,nan,1034842,1124,1034842,2002-12-04,2003-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINHA SUDHI R,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-10-02,25,nan,200406,1125,200406,2018-07-04,2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINHAROY BALARAM,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,25,nan,51143,1126,51143,2007-11-02,2008-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIRF TECHNOLOGY HOLDINGS INC,SIRF TECHNOLOGY INC,2002-06-20,20,1779474,1126741,1127,1779474,2002-03-22,2002-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SISLER CHRISTINE J,PEPSICO INC,2012-03-05,20,nan,77476,1128,77476,2011-12-06,2012-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKYLER TECHNOLOGY INC,ROBERT T AND VIRGINIA T JENKINS AS TRUSTEES OF THE JENKINS FAMILY TRUST DATED FEB 8 2002,2010-01-12,30,1819974,nan,1129,1819974,2009-10-14,2010-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLEGEL TIMOTHY J,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-10,22,nan,51143,1130,51143,2007-10-12,2008-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMALL JESSICA,NIKE INC,2019-12-19,26,nan,320187,1131,320187,2019-09-20,2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMITH BRUCE M,STEELCASE INC,2012-10-15,23,nan,1050825,1132,1050825,2012-07-17,2013-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE,AFFINIUM PHARMACEUTICALS INC,2002-12-18,20,nan,1388320,1133,1388320,2002-09-19,2003-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMITHS MEDICAL ASD INC,TANDEM DIABETES CARE INC,2012-07-16,21,nan,1438133,1134,1438133,2012-04-17,2012-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNAP APPLIANCE INC,ADAPTEC INC,2004-09-29,20,1564408,nan,1135,1564408,2004-07-01,2004-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNAPCHAT INC,SNAP INC,2016-09-23,260,nan,1564408,1136,1564408,2016-06-25,2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARBRIDGE TECHNOLOGIES INC,SUNPOWER CORPORATION,2014-12-18,20,1419612,nan,1137,1419612,2014-09-19,2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARFLARE COMMUNICATIONS INC,MARVELL INTERNATIONAL LTD,2011-04-18,30,nan,1940941,1138,1940941,2011-01-18,2011-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SON NERRY,LG ELECTRONICS INC,2019-08-19,21,nan,2058873,1139,2058873,2019-05-21,2019-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SON SUNGGYUN,LG ELECTRONICS INC,2021-03-30,42,nan,2058873,1140,2058873,2020-12-30,2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONG JAE HYUNG,LG ELECTRONICS INC,2008-08-14,29,nan,2058873,1141,2058873,2008-05-16,2008-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONG JAE HYUNG,LG ELECTRONICS INC,2008-10-13,24,nan,2058873,1142,2058873,2008-07-15,2009-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONG JAE HYUNG,LG ELECTRONICS INC,2008-10-20,41,nan,2058873,1143,2058873,2008-07-22,2009-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONG JINHAN,SK TELECOM CO LTD,2013-03-15,22,nan,1015650,1144,1015650,2012-12-15,2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONG WON GYU,LG ELECTRONICS INC,2006-09-29,23,nan,2058873,1145,2058873,2006-07-01,2006-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONG WON GYU,LG ELECTRONICS INC,2007-07-04,32,nan,2058873,1146,2058873,2007-04-05,2007-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONG WON GYU,LG ELECTRONICS INC,2007-07-26,30,nan,2058873,1147,2058873,2007-04-27,2007-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONG WON GYU,LG ELECTRONICS INC,2008-08-26,50,nan,2058873,1148,2058873,2008-05-28,2008-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPX FITNESS INC,LAGREE TECHNOLOGIES INC,2016-10-24,58,nan,1321834,1149,1321834,2016-07-26,2017-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC VISION INC,KEY TECHNOLOGY INC,2000-11-30,21,nan,1779474,1150,1779474,2000-09-01,2001-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST LOUIS JULIE,WOLVERINE WORLD WIDE INC,2007-01-17,21,nan,110471,1151,110471,2006-10-19,2007-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAMPER ANTHONY K,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-02-03,25,nan,51143,1152,51143,2013-11-05,2014-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANFORD SURGICAL TECHNOLOGIES INC,HEARTPORT INC,1995-07-14,25,1321834,nan,1153,1321834,1995-04-15,1995-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANTON SHAWN CHRISTOPHER,THOMASVILLE FURNITURE INDUSTRIES INC,2003-04-16,23,nan,72162,1154,72162,2003-01-16,2003-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEELCASE INC,STEELCASE DEVELOPMENT INC,1999-07-01,50,1050825,1050825,1155,1050825,1999-04-02,1999-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEELCASE INC A CORP OF MICHIGAN,STEELCASE DEVELOPMENT INC A CORP OF MICHIGAN,1999-07-01,23,1050825,1050825,1156,1050825,1999-04-02,1999-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEELCASE INC A CORPORATION OF MICHIGAN,STEELCASE DEVELOPMENT INC,1999-07-01,21,1050825,1050825,1157,1050825,1999-04-02,1999-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEELCASE INC A CORPORATION OF MICHIGAN,STEELCASE DEVELOPMENT INC A CORPORATION OF MICHIGAN,1999-07-01,41,1050825,1050825,1158,1050825,1999-04-02,1999-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEINKE GUSTAV J,INTERNATIONAL BRAKE INDUSTRIES INC,1994-04-06,27,nan,105319,1159,105319,1994-01-06,1994-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2007-07-17,36,nan,110471,1160,110471,2007-04-18,2007-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2008-01-10,21,nan,110471,1161,110471,2007-10-12,2008-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2008-07-24,23,nan,110471,1162,110471,2008-04-25,2008-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STMICROELECTRONICS SRL FORMERLY KNOWN AS SGSTHOMSON MICROELECTRONICS SRL,MICRON TECHNOLOGY INC,2012-05-23,24,932787,723125,1163,932787,2012-02-23,2012-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STODDARD ERIC,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,nan,932021,1164,932021,2015-10-07,2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STODDARD ERIC,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,nan,932021,1165,932021,2017-12-28,2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STREIT LEON G,PIONEER HIBRED INTERNATIONAL INC,2010-04-19,24,nan,105319,1166,105319,2010-01-19,2010-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRINGER CHRISTOPHER J,APPLE COMPUTER INC,2005-10-18,22,nan,320193,1167,320193,2005-07-20,2006-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRINGER CHRISTOPHER J,APPLE INC,2007-12-17,35,nan,320193,1168,320193,2007-09-18,2008-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRINGER CHRISTOPHER J,APPLE INC,2014-12-08,21,nan,320193,1169,320193,2014-09-09,2015-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRINGER CHRISTOPHER J,APPLE INC,2015-01-19,38,nan,320193,1170,320193,2014-10-21,2015-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STULL ROBERT A,STEM CENTRX INC,2013-02-22,32,nan,1758766,1171,1758766,2012-11-24,2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBRAMANIAN ROMESH R,DYNE THERAPEUTICS INC,2019-08-28,20,nan,1818794,1172,1818794,2019-05-30,2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUGARSYNC INC,DROPBOX INC,2014-10-14,20,nan,1467623,1173,1467623,2014-07-16,2015-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUH JONG YEUL,LG ELECTRONICS INC,2008-08-14,31,nan,2058873,1174,2058873,2008-05-16,2008-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUH JONG YEUL,LG ELECTRONICS INC,2008-10-20,27,nan,2058873,1175,2058873,2008-07-22,2009-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUN WORLD INTERNATIONAL INC,SUN WORLD INTERNATIONAL LLC,2005-02-25,40,105319,nan,1176,105319,2004-11-27,2005-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNG EUNJI,LG ELECTRONICS INC,2017-04-25,25,nan,2058873,1177,2058873,2017-01-25,2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVENSSON CHRISTOPHER,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,nan,932021,1178,932021,2015-10-07,2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVENSSON CHRISTOPHER,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,nan,932021,1179,932021,2017-12-28,2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNERGY PHARMACEUTICALS INC,BAUSCH HEALTH IRELAND LIMITED,2019-03-04,28,1691082,nan,1180,1691082,2018-12-04,2019-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD,TSMC SOLID STATE LIGHTING LTD,2012-03-01,128,1046179,nan,1181,1046179,2011-12-02,2012-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALASAZ AMIRALI,GUARDANT HEALTH INC,2014-07-02,22,nan,1576280,1182,1576280,2014-04-03,2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAN SUNGHO,APPLE INC,2020-07-27,20,nan,320193,1183,320193,2020-04-28,2020-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANT SEAN,FORD GLOBAL TECHNOLOGIES LLC,2019-01-17,25,nan,932021,1184,932021,2018-10-19,2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAVARES FRANCIS XAVIER,G1 THERAPEUTICS INC,2014-03-12,22,nan,1001316,1185,1001316,2013-12-12,2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAYLOR CHARLES A,HEARTFLOW INC,2011-01-24,28,nan,1464521,1186,1464521,2010-10-26,2011-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAYLOR CHARLES A,HEARTFLOW INC,2017-02-14,24,nan,1464521,1187,1464521,2016-11-16,2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAYLOR MATTHEW WHITING,GOGORO INC,2012-09-12,24,nan,1886190,1188,1886190,2012-06-14,2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEGLEY CHRISTOPHER M,LIGAND PHARMACEUTICALS INC,2000-09-20,34,nan,886163,1189,886163,2000-06-22,2000-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEIG STEVEN,CADENCE DESIGN SYSTEMS INC,2003-05-08,40,nan,813672,1190,813672,2003-02-07,2003-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELCORDIA TECHNOLOGIES INC,REGENTS OF THE UNIVERSITY OF CALIFORNIA THE,2002-03-22,22,1321834,nan,1191,1321834,2001-12-22,2002-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERADYNE INC,AMPHENOL CORPORATION,2005-11-30,23,97210,nan,1192,97210,2005-09-01,2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERADYNE INC,TOLLGRADE COMMUNICATIONS INC,2007-08-01,36,97210,nan,1193,97210,2007-05-03,2007-10-30,1.0,0.0,1.0,asset_purchase,97210.0,119312505199570.0,dex21.htm,ASSET AND STOCK PURCHASE AGREEMENT,https://www.sec.gov/Archives/edgar/data/97210/000119312505199570/dex21.htm,asset_sale_with_ip,business_unit,,1.0,0.0,,USD,,,,25 Section 3.07 Absence of Certain Changes 26 Section 3.08 Properties 26 Section 3.09 Title to Purchased Assets 26 Section 3.10 Litigation 26 Section 3.11 Contracts 27 Section 3.12 Warranty Claims 28 Section 3.13 Compliance with Law; Governmental Authorizations 29 i Section 3.14 Intellectual Property 29 Section 3.15 Employees 30 Section 3.16 Finder’s Fees 31 Section 3.17 Environmental Matters 31 Section 3.18 Tax Matters 32 Section 3.19 Employee Benefits 34 Section 3.20 Sufficiency of Assets 35 Section 3.21 Real Property 35 Section 3.22 Equipment; Inventory 36 Section 3.23 Receivables 36 Section 3.24 Investments 36 Section 3.25 Absence of Questionable Payments 37 ARTICLE IV REPRESENTATIONS AND WARRANTIES OF THE BUYERS 37 Section 4.01 Organization 37 Section 4.02 Corporate Authorization 37 S,No explicit consideration sentence found in text.,97210,000119312505199570,97210,000119312505199570,cik+midpoint,0.0,1.0,2.0,0.0,0.0
THACKER DAVID,GROUPON INC,2013-08-13,25,nan,1490281,1194,1490281,2013-05-15,2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE NIELSEN COMPANY US LLC,ROKU INC,2021-04-15,33,nan,1428439,1195,1428439,2021-01-15,2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE PROCTER GAMBLE COMPANY,IMFLUX INC,2014-04-02,33,80424,nan,1196,80424,2014-01-02,2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE UNIVERSITY OF BRITISH COLUMBIA,BRIGHTSIDE TECHNOLOGIES INC,2007-04-24,43,nan,1321834,1197,1321834,2007-01-24,2007-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THERAVANCE INC,THERAVANCE BIOPHARMA ANTIBIOTICS IP LLC,2014-06-01,25,1583107,1583107,1198,1583107,2014-03-03,2014-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THERAVANCE INC,THERAVANCE BIOPHARMA RD IP LLC,2014-06-01,150,1583107,1583107,1199,1583107,2014-03-03,2014-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THERMO FISHER SCIENTIFIC BIOSCIENCES INC,THERMO FISHER SCIENTIFIC INC,2014-03-21,28,97745,97745,1200,97745,2013-12-21,2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS C GOMER,LG ELECTRONICS INC,2004-10-25,46,nan,2058873,1201,2058873,2004-07-27,2005-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS DEEP,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,nan,4962,1202,4962,2006-08-30,2007-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS EDWARD NATHANIEL,NIKE INC,2004-07-15,21,nan,320187,1203,320187,2004-04-16,2004-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMPSON JEFFREY A,PIONEER HIBRED INTERNATIONAL INC,2010-04-21,24,nan,105319,1204,105319,2010-01-21,2010-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMSON LICENSING,DOLBY LABORATORIES LICENSING CORPORATION,2016-08-10,52,nan,1308547,1205,1308547,2016-05-12,2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMSON LICENSING,INTERDIGITAL VC HOLDINGS INC,2018-07-30,128,nan,1405495,1206,1405495,2018-05-01,2018-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMSON LICENSING SAS,DOLBY LABORATORIES LICENSING CORPORATION,2017-02-07,24,nan,1308547,1207,1308547,2016-11-09,2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMSON LICENSING SAS,INTERDIGITAL VC HOLDINGS INC,2018-02-23,37,nan,1405495,1208,1405495,2017-11-25,2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THROWER JAMES P,DEXCOM INC,2005-03-30,28,nan,1093557,1209,1093557,2004-12-30,2005-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THROWER JAMES PATRICK,DEXCOM INC,2004-01-12,32,nan,1093557,1210,1093557,2003-10-14,2004-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THROWER JAMES PATRICK,DEXCOM INC,2005-03-08,25,nan,1093557,1211,1093557,2004-12-08,2005-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THUNDER POWER HONG KONG LTD,THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT COMPANY LIMITED,2016-12-15,48,1939780,nan,1212,1939780,2016-09-16,2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIAN HUI,INVISAGE TECHNOLOGIES INC,2010-05-20,23,nan,1321834,1213,1321834,2010-02-19,2010-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TISSANDIER CLEMENT,APPLE INC,2020-07-02,20,nan,320193,1214,320193,2020-04-03,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK HOLDINGS INC,JOYSON SAFETY SYSTEMS ACQUISITION LLC,2018-04-10,24,1809587,nan,1215,1809587,2018-01-10,2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOBIN AVIS EDWARD JR,THOMASVILLE FURNITURE INDUSTRIES INC,1994-10-19,27,nan,72162,1216,72162,1994-07-21,1995-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TONELLO DOMENICO,FORD GLOBAL TECHNOLOGIES LLC,2018-09-26,28,nan,932021,1217,932021,2018-06-28,2018-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOMRE ERIK,SEURAT TECHNOLOGIES INC,2016-10-26,24,nan,1321834,1218,1321834,2016-07-28,2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORGOV MICHAEL,STEM CENTRX INC,2013-02-22,32,nan,1758766,1219,1758766,2012-11-24,2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRICORD HOLDINGS LLC,AUTONOMIX MEDICAL INC,2014-08-20,30,nan,1617867,1220,1617867,2014-05-22,2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRISTRATA INCORPORATED,TRISTRATA TECHNOLOGY INC,1996-08-15,21,nan,1779474,1221,1779474,1996-05-17,1996-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIVENI DIGITAL INC,LG ELECTRONICS INC,2003-07-29,34,nan,2058873,1222,2058873,2003-04-30,2003-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIVENI DIGITAL INC,LG ELECTRONICS INC,2005-01-28,48,nan,2058873,1223,2058873,2004-10-30,2005-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROIA ALBERTO,MICRON TECHNOLOGY INC,2020-01-17,41,nan,723125,1224,723125,2019-10-19,2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSINGOS NICOLAS,DOLBY LABORATORIES LICENSING CORPORATION,2012-05-02,20,nan,1308547,1225,1308547,2012-02-02,2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURNER GERALDINE A,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,24,nan,4962,1226,4962,2006-07-25,2007-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBER TECHNOLOGIES INC,UATC LLC,2019-07-01,75,1543151,nan,1227,1543151,2019-04-02,2019-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
